Username,Total reviews,Location,Date,Review,Rating
kalus michelson,1review,US,2023-12-29T19:35:26.000Z,"Walmart dishonestyWalmart is very bad service, they did not deliver my order and I contacted them and the agent said he will refund my order  and final step will be done by a different department  and than he just dumped me and another agent from account review team got my call out of no where and they were so rude to me and told me order delivered to correct place and even previous agent said it was lost in transit but this person lady totally denied everything, after that I called again and next agent said that the previous agent writes a note to not give any refund or replacement to this account. I swear never order from this webiste again and never talk to account review team they are the worst and lairsDate of experience:December 29, 2023",1
Christie,1review,US,2023-12-29T14:55:34.000Z,"Hostile, abusive, and rude Store AssociatesI am visiting Courtland, VA and drove 45 minutes to the Walmart in Emporia, VA on 12/23/23 to buy my son a pellet gun for Christmas. All the boxes at the store were opened and retaped shut. The store associate assured me they check the boxes before closing them. On Christmas day my son discovered the scope was missing. I returned to Walmart in Emporia with the pellet gun and the receipt. The customer service desk woman was dismissive and rude and just simply said they are final sale and she cannot return them. I tried to explain I did not want to return it, I wanted the scope that was to come with it. I asked for a store manager. Michelle (she said was her name but she turned her badge around so I could not see her name when she saw me writing down names) did not allow me to explain or speak before giving me the same rude and dismissive attituded. She simply stated they are final sale. I told her I do not want a refund. I want the scope. She got hostile and aggressive. She refused to offer any solutions, expecting me to just pick up the gun and leave. I specifically asked her what it was she expected me to do to resolve the issue as the box was opened (which all the boxes were which is concerning if these are final sale items, why are the boxes opened?) and parts that I paid for and expected to be in there were missing. She just said call 1-800-Walmart. She treated me like I had no right to ask for the issue to be fixed let alone upset the package did not have all the parts it was supposed to have. Like this was my fault. I have never had someone be so rude, disrespectful, and aggressive when all I was asking for was a solution. I walked out of the store feeling abused and emotional. It did not have to be like that. I am a human being and a customer. What happened to customer service? When did it become ok to abuse customers when they are trying to discuss and resolve an issue? When did it become lawful to sell something as final sale and not verify all the items are in the box before sale if the box is open? My son was very disappointed on Christmas and since we are visiting I was only able to get the one gift as we only have so much room in our luggage. As it is I have to pay an additional $30 to ship the pellet gun home and it does not even have all the parts. Walmart created a negative experience for us in VA over Christmas and I am very disappointed. I will be avoiding Walmart at every chance I get in the future. Walmart is not known for its great quality or customer service but the abuse and disrespect I received at this Walmart went way past what I have ever experienced before. I will be filing a complaint with the BBB and I have already provided feedback to Walmart on their store but who knows if they will even bother to review it let alone do anything about it. I am sad for my son who wanted this pellet gun for a couple years now. I was so excited to give it to him just to see the disappointment on his face that the one piece that made the gun so exciting was missing and that I would not be able to get him another one till return home so he was not able to play with his cousins while they had theirs. Thank you Walmart for disappointing a young boy on Christmas Day because you don't seem to know how to train and maintain your stores.Date of experience:December 27, 2023",1
Lori Reynolds,8reviews,US,2023-12-29T13:24:28.000Z,"I can't sleep due to spark driver…I can't sleep due to spark driver damaging my storm door. It happened on December 14th and customer service saw the picture where she attached the item to my door. I was directed to the WARRANTY CLAIMS DEPARTMENT. SENT PICTURES OF DAMAGE AND LINDSAY RICE SAID CLAIM WAS DENIED. CALLED SEVERAL TIMES AND WHEN I CALLED ON DECEMBER 28TH WAS TOLD THEY WOULD CONTINUE TO HANG UP ON ME BECAUSE I WOULDN'T EXCEPT THAT THEY WERE NOT PAYING FOR MY DAMAGED DOOR.. IT SOUNDED LIKE THE DRIVER WAS TRYING TO BREAK INTO MY DOOR. Also, the spark driver delivered from FLOWOOD MISSISSIPPI WAL-MART. It is a $400 door installed. I can't afford an attorney.. If anyone can do anything to help me please respond . Thanks.Date of experience:December 14, 2023",1
Jeffrey B Shipe,1review,US,2023-12-29T11:13:38.000Z,"Return giftI purchased a large dog crate on line for an early Christmas gift. The crate was too large. I took it back to Wallmart and they said it's out of the 90 warranty cannot be returned. I said there's nothing wrong with it box has never been open. Their response. Can't help you. I will never buy anything there again.Date of experience:December 26, 2023",1
Don Walter,3reviews,US,2023-12-27T18:37:57.000Z,"Walmart Supercenter #2141Just shopped at the Walmart Supercenter Store # 2141 on Columbus Blvd. In South Philly.The scanner malfunctioned at the self scan and was cleare by the employee that everythin was ok. Went through the front door and was stopped by ecurity for not paying for two tv dinners. I had 100 dollars in purchases so why would I steal two dinners. The ""security guard would not let me tell my story of talk to the employee. He was completely non responsive to what happened and took all of my info and tole me not to come back for 24 hours. I called from outside and the manager Tony came to my rescue. He was kind and I informed him that they need to do better with the training of their security team. Very un professional.Date of experience:December 27, 2023",1
R Atilano,1review,CA,2023-12-27T17:19:22.000Z,"Horrible in person decent onlineWalmart online seems to be fine I’ve had no issues ordering stuff even for Black Friday they sent a little truck to my home to drop off the tv but they really need to make sure they ban the right people when someone’s shoplifting because I clearly had no stolen items yet they decide to trespass me for trying to buy groceries I will highly not recommend going there in person if your friend is a little thief and they just so happen to include you makes no sense I cannot drive so I had no other option that day .Date of experience:November 23, 2023",2
JM Dunn,1review,LT,2023-12-27T00:56:06.000Z,"Aweful, do not order anythingI order 2 things the first week of Dec, both were to be delivered before Christmas. One lawn display was, minus any lights and the other still has not shown up.Customer has to do everything, there is no customer service!!!! I will not order from them again.Date of experience:December 11, 2023",1
Ligita Kidikiene,2reviews,US,2023-12-26T23:56:27.000Z,"Walmart the same as aliexpress move…Walmart the same as aliexpress move fake things.Date of experience:December 20, 2023",1
S. A.,37K reviews,US,2023-12-26T19:34:40.000Z,"Mixed service from storeMixed service from store.Dec 26 2023An update on previous issue.  I still haven't received the order was expecting on 23rd.  Or the 24th.The order history has contradictory messages about that order's delivery.  First it says ""delivered; left at front door "" then start of paragraph.. order is on delay. 2 days later it still has same contradictory message.I contacted, for the 4th time Walmart+ assistance.  This chat did not go well.  It of course started with the list of why it could be delayed.  I informed her that I just wanted to know what was being done about that order.Eventually she asked me to wait a moment as she double checked things.  I waited over 15 minutes with no comment and then asked what was taking so long.  The reply was a return to the list of categories of issues.I then went thru the whole rigamorole to  get to having a call. That person tried to be as helpful as he could be, however, he informed me that my delivery was on the way, and the driver's name.  I took a look at the history but it still had the contradictory message, which included that if I didn't receive the order by 11:20am to contact them for a cancelation process.I believed the assistant and went outside to make sure it came and was also tracking.  I was confused by the tracking because it had no proper map and the lcar image kept going all over without regard to the way streets are.I waited anyway. After the 4th time change I saw a man with a Walmart bag approach the door.  I 1st thought it couldn't be mine because there was no box of cat litter.  I then saw a bottle of laundry spray which I had ordered this morning the 26th.  So it was mine but NOT the one I was expecting.So I immediately contacted assistance and this one kept needing to  be corrected as to which order and items I had Not received.  Eventually she got that straight but then kept telling me only thing she could do was to cancel and file a complaint about the issue and the store specifically.The assistants who had heard me give the whole story to had sent it to a department that investigate complaints and told me that if it happened again/continued that it would be  sent to be seriously investigated.However that last 3 assistants who ""helped"" me today did not allow me to give full story. I got impression that they were impatient and only believed that cancelation was only thing could be done.I am not going to do any more business with that particular store in Louisville as they have difficulty delivery to me. Tho they did deliver an order on Saturday the 23rd to someone else who lives in same building as I.I am also definitely going to use other sources for same day deliveries as I have no difficulty with specific other sources.I always had doubts about  Walmart.  This months  non deliveries/ issues with same day driver's has proven them to be true.Unfortunately, people still believe in this store and so always give  me their gift cards.  Which means that I will still shop there.I have changed my primary store to another one that is actually closer but in another state.  Tho I prefer to support my town's economy and not another state.Date of experience:December 26, 2023",2
hrzfrk,3.6K reviews,US,2023-12-26T19:05:46.000Z,"Appreciative loyal customer and good delivery serviceI've been a Walmart customer for years. Good variety of products, affordable and reasonable pricing. My experience with store delivery has been a good one. It's very convenient and good to have for people who do not have their own transportation and would have to take public transit, which to the nearest Walmart round trip for me is 3hrs by public transportation; and it saves money on paying for cabs, Uber or Lyft. There have been 2 occasions I didn't receive the item quantity I bought. I contacted Walmart chat and I was refunded with no issues. Once in a while, the delivery has run late but I received my delivery within 4 hours past the requested delivery time I chose.  I've been given Walmart credit without requesting it cause of late delivery as well. I'm happy and thankful they offer this service.Date of experience:December 25, 2023",4
Marz Z Marz z,14K reviews,US,2023-12-25T17:43:51.000Z,"Walmart marketplace shopping and …Walmart marketplace shopping and  customer service has been the biggest disappointment. My recent shopping experience of over $2,000 has resulted in the wrong sofa delivered late and missing and zero response from the seller. Walmart does not support marketplace customers as they deceptively imply. This seller offered free extended returns yet has been COMPLETELY UNRESPONSIVE with no support by Walmart. Buyers, reconsider purchasing from a reputable retailer. This was a huge mistake. I have been defrauded.Date of experience:December 14, 2023",1
Addy Merriman,7reviews,US,2023-12-24T22:58:14.000Z,"Horrible customer service.My service dog in training barked at a horrible attitude employee because she had on a mask and christmas hat. The employee who didn't bother to ask any information on the dogs training. Asked me to leave. Mind you I walked past 2 big black dogs and a cream little dog. So unprofessional. All I wanted to do was buy a rumba and toothbrushes for my stocking. I could not believe the hatefuleness that came from this short heavy weight woman.Date of experience:December 24, 2023",1
Edison Godwin,3reviews,US,2023-12-24T22:36:03.000Z,"WALMART IN VIERA FLORIDA STORE # 3538WALMART IN VIERA FLORIDA. STORE # 3538. I'm asking the Customer service lady a question about one of their products....she gets an attitude!!!!... because she's stupid, probably little to no education and she's RUDE !!!!, I don't understand how people are rude and stupid all in one swoop !!!., mind boggling!!!..Then idiot #2 comes over to pick up the stupidity and rudeness from idiot 1...and idiot #2 is a manager,...young, rude and stupid all in one package !!!!., she writes her name down.... we'll refer to her as ALYSSA THE IDIOT !!!, going forward. I don't know how Walmart hires these young idiotic, RHUDE kids and make them managers !!!... managers of what ???..no class, no customer training, RHUDE and ignorant!!!..all in one !!!... HORRIBLE!!!!...As a past company owner it is appalling to see how rude and stupid these people are !!!!.. & especially this ALYSSA !!!, Who has to be at the top of the idiot chain !!!!,  I definitely will be contacting the regional manager and his boss, to see if we can get to the bottom of a horrendous experience!!!!, so ALYSSA doesn't have to get paid by Walmart to be a trash individual!!!!, at the customers expense.Date of experience:December 24, 2023",1
Hazel Taylor,2reviews,US,2023-12-24T18:48:20.000Z,"Same Day Delivery Gone WrongI ordered groceries plus other items from Walmart as a same day delivery. I order storage containers and a few other grocery items. My delivery was scheduled for today between 11 am and 12 pm. I tracked the order and the delivery person came all the way over to my residence but did not attempt delivery. Instead the person took th items back to the store and claimed they were damaged. I don’t believe that for a minute. This was the worst experience ever and I don’t order much from Walmart at all.  If I could give this experience a zero i wou would and they are giving me  hard time about canceling order and refunding  my money. Shame on them.Date of experience:December 24, 2023",1
Alejandro Chuy Alex,1review,US,2023-12-24T05:39:32.000Z,"Terrible service and attention with online orders300 dollars in an online purchase that was never delivered to me, I was not told the reason why I waited more than five hours for delivery until I decided to call. so that they would tell me that the delivery would be scheduled for the next day or that if I wanted I could cancel the order.Date of experience:December 23, 2023",1
Richard Hall,9reviews,US,2023-12-24T04:31:54.000Z,"Your suck a power full company a mofo…Your suck a power full company a mofo can’t tell you how he really feels fuDate of experience:December 23, 2023",1
Helene Wilder,1review,US,2023-12-23T21:58:44.000Z,"SeriouslySeriously, no wonder I NEVER shop at Walmart! Just pathetic. My mistake, I decided to actually go in and bought 3 food items. I left with only 2 of my purchased items because the cashier didn't give me the bag my other item was in. I lived 12 miles away. Stupidly I called the store to ask if I could get a refund of some sort. I got a person who said she was a manager and said she was going to get some assistance ""for herself"". That is actually what she said. 18 minutes, after being on hold, I hung up!!!!! Their staff is So dysfunctional and not customer friendly. Never again.Date of experience:December 23, 2023",1
Tony and Laureen Giorgio,14reviews,US,2023-12-23T21:27:14.000Z,"Shipped to Wrong address.Purchased 2 items on a Wish list for East Tennessee Children's hospital to be sent to the hospital directly, as listed, Walmart shipped it to my home instead, And I could not get a live person on the telephone or in an online chat. The robot had no idea of what was needed. When I got a phone call it sounded like AI said the same thing on a previous call I got months ago. that it could not understand or hear me. I have no problem with any of the phone calls I get. I can't even get anyone to tell me if I made a mistake. This has happened numerous Times in the past with oneline orders. I Can't even find out if I did something wrong.What bothers me is that the East Tennessee Children's Hospital has a Wish List at Walmart for donors. We as A Charity support this children's hospital. Sending the donation to the donor is not why they have a Wish list.Walmart has always in the past been very supportive of charities in there community but there Oneline service leaves much to be desired.Date of experience:December 22, 2023",1
Tracy Roland,6reviews,US,2023-12-23T20:25:04.000Z,"Done being treated like a thiefI've added up the amount of money I've spent in the last year at Walmart in Derby ks approximately $15,000.00 and after repeatedly being treated like I'm some sort of thief every time I walk out the door and commanded to show my receipt to prove I'm not, I've decided to find a corporation that doesn't assume their customers are stealing from them.Date of experience:December 23, 2023",1
CATHY CISCATO,3reviews,US,2023-12-23T06:32:08.000Z,"They told me I was a bad customer and I…They told me I was a bad customer and I was lying about an e-mail that I was one of the “FEW” members that got the email and if I renewed my yearly membership I would get a 50.00 gift card of my choosing. Well, I renewed and when I enquirer about my gift card, Eunice the supervisor told me I was lying because they never sent out the email. Well, I still have it and I can’t stand Walmart because they can treat you like crap and literally get away with it.After I did a review online they then sent me another email saying I was correct but I had to be a full paying membership and not a discount membership with an ebt card. So, once again they discriminate against the poor because I should have never received that email and just because I paid a discount I was eliminated.After I wrote several more complaints they then started sending me bad and broken items when I placed orders. They have even refused to replace my last item and told me in an email to dispute it with my bank. Yes, they sent me the return label and then after it was returned he said too bad. Do not trust Walmart.Date of experience:November 22, 2023",1
Tom,1review,US,2023-12-23T01:15:17.000Z,"Horrible store, 1 great employee(KYLA)Horrible customer service as I type (Quakertown, PA), nobody in Sporting Goods (Outdoor Service).  We flagged people down, (they ignored us), called customer service (someone would pick up then hangup). I then went up front for help, 3 employees had their heads stuck in their call phones.  I approached one and she acted like I was interrupting her Xmas dinner.  Finally, an angel (Kyla) saved me.  Ten stars for her, zero for store.  Thanks Kyla!Date of experience:December 22, 2023",1
michele santagato,2reviews,US,2023-12-22T15:30:01.000Z,"Walmart uses scam companiesOrdered an item from walmart.com, and the companies they use are scam companies. They send different cheaper items then the ones you buy. Customer service is no help and won't refund money until I go out of my way to send it back. 2 days before Christmas and now I have to scrabble to get the right item for an 8-year-old child so they are not disappointed on Christmas. I will never shop Walmart again. Horrible companyDate of experience:December 22, 2023",1
Dianna Cadet,45reviews,CA,2023-12-22T06:00:01.000Z,"Walmart commonly claims delivered, but items never receivedWalmart and it's delivery service is the worst service I have ever seen... If the delivery person decides to take your items, there is no consequence for them... what's the most annoying is receiving a different status every time a phone call is placed whether it be the call center overseas, in the U.S., the store directly, via email, etc... and when you finally come across a honest delivery driver 9 out of 10 times they smell like marijuana, which is just sad... Another thing that is quite disturbing to me is when the customer (me) select an item and apply a payment method to it and then is given a expected delivery date but the item isn't actually delivered until approximately a week or more later!!! You would think that the company would be so embarrassed at the poor service, and would issue a refund, NOPE... Not at all!!! Fun fact… majority of my mishaps happened after I subscribed to the Walmart plus!Majority of my friends have cut ties with Walmart anything. I think I've learned my lesson from the recent mishaps and will do the same!Date of experience:November 24, 2023",1
Joan,1review,US,2023-12-22T03:41:59.000Z,"Wendy from Electronic department at Farmer's Market Waterloo Store!!!Want to give a big shout out to Wendy at the Farmers Market Walmart in Waterloo who was extremely helpful in getting all the gaming devices that I had on my list that where in stock but not on the floor, She took the extra time to go get the product as well help me get it safely to my car. She went above and beyond on these last few days of holiday shopping. With a very engaging and radiant smile!! The department was extremely busy and she was very thoughtful not only with helping me but several other people get what they had come to the store to find!! Great job Wendy.Merry Christmas Wendy and thankyou!!Date of experience:December 21, 2023",5
Sandy,8reviews,US,2023-12-22T01:29:59.000Z,"Pick up at local storeEvery time I order on line and want to ship it to one of the stores in Visalia I'm told has to ship directly. That means I have to wait at home for it, too much theft in my area. Also have to pay for delivery.Date of experience:December 21, 2023",1
Lori C,2reviews,US,2023-12-21T22:40:52.000Z,"WALMART + OFFERS GIFT CARD FOR RENEWING…WALMART + OFFERS GIFT CARD FOR RENEWING MEMBERSHIP THEN NEVER SENDS.  If I could give a 0 rating I would.  Walmart is running a scam.  I received an e-mail on 10-28-23 that if I renewed my upcoming Walmart+ membership for another year (due on 12-15-23) that I would receive and e-mail a few days after to redeem a $50 gift card.  Still have that e-mail in my inbox.  Never received gift card or e-mail--So, after going up the ladder from chat to CS to ""Customer retention"" then sending in a formal e-mail complaint, they are using a ""story"" that the offer ended  ended in November.  Not true--my e-mail says that the offer was valid for 12 months and after I asked for proof from Walmart that says in writing that the ""offer ended in November"" was told that they had nothing to provide as proof--only that they ""say"" it ended.  So they fraudulently make an offer of a gift card to get you to renew then say that I did not receive the offer  from them, basically calling me a liar, and I even forwarded them the entire e-mail that I received.  Straight up fraud and lies.Date of experience:December 21, 2023",1
Andrew Torok,3reviews,US,2023-12-21T03:32:55.000Z,"Wally Doesn't always DeliverI admire the fact that Walmart employs people that are often physically or mentally challenged. Thus, I can forgive the fact that it is often hard to find an associate for help, much less finding one that actually knows anything. I purchased a box of nuts that were plainly advertised in a kiosk at $6.99. When scanning at checkout it came up as $9.99 so an associate had to come and cancel the sale. I explained to her that the item was supposed to be $6.99. She blatantly ignored that. So  I went back and brought another one which she  scanned at $9.99. She called another associate over who also scanned the item for $9.99. They both looked at each others as though I was trying to pull a scam. Neither bothered to go to the nearby aisle to check the advertised price. they just walked away. I wish I had gotten their names, but I was flabbergasted so left without buying the nuts.Date of experience:December 20, 2023",1
Alesana Gamboa,2reviews,US,2023-12-21T02:05:02.000Z,"WalmartAmazing! Walmart. Is the best. It has lots of things, lots of toys, and lots of fun!Date of experience:December 20, 2023",5
Jeremy Summerall,2reviews,US,2023-12-20T22:55:07.000Z,"I would give 0 stars but it wont let me…I would give 0 stars but it wont let me it Xmas time i order two hoover boards for my kids. guess what delivery text said one item unavailable but place a hold on my card and wont get money back until like 10 business days   thanks single working father already struggling and now take away from there Xmas give me my money back todayDate of experience:December 20, 2023",1
Janet Stone,1review,MX,2023-12-20T22:47:06.000Z,"Delivery twice in a weekI placed an order on Dec 19th which was mostly groceries.  Everything was fine.  I had 3 items that had to be shipped.  I received a text that my order was on the way at 1:22pm. I started watching the tracking at 1:15 pm. The arrival time kept going up and down. This not unusual for it to go up a couple of times, however, today, it went from 6 minutes to 18 minutes to 12 minutes and back to 18 minutes and a few items in between. The track showed the driver all over the place, sitting still for long periods of time and then going in the opposite direction.  I hit the contact driver number and it took me to customer service, who attempted to blow me off and tell me that it would be there by 9:00 pm. I said that was not acceptable. Customer service , then, offered the driver's number. I called and the driver said he would get to me in about 30 minutes. I understand that there is more than 1 delivery in the vehicle. Last week the delivery person cancelled the order without, texti g, calling or ringng the bell I order 3-5 times a month from Walmart, spending between$500 -$800. Between items not being stocked week after week, delivery issues and insulting comps for their mishaps, I am just about done. If, I did not have limited mobility, this would definitely be the end. Order arrived at 2:40 pm.Date of experience:December 20, 2023",2
Juliet Perez Garcia,1review,US,2023-12-20T22:43:18.000Z,"Walmart online terrible!Walmart online terrible!!I never received my order, I made it on Nov 25th and I was calling every day for receive updates bc the app was not updating me, several reports we're supposed to be open but no ones help me, continue saying that will call me in 60 minutes but it didn't happen, the refund is not confirmed yet and I pay for everthing more than 1.3K mxn, it is not a good option to buy online hereDate of experience:November 25, 2023",1
Heather McElyea,37K reviews,CA,2023-12-20T19:21:01.000Z,"Walmart took our money but didn't deliver on our grocery order.We put in a grocery order with Walmart online a week before Christmas 12/18/2023 in the amount of $159. Before the order was even sent to our local store Walmarts main office flagged the order claiming it appeared as suspicious card activity. They immediately canceled the order but not before charging our card! We were told by Walmart that we would receive a promo code for $25 and we could reorder in six hours but it was just a waiting game on when we could expect to get our money back. That order consisted of stocking stuffers and Christmas candy for our kids plus 2 separate Christmas dinners we're cooking for this weekend that we can't reorder without that $159. Walmart has blamed their mistake on our local store and now on our bank even though there is more than enough proof that the whole thing started with Walmart.com. It's nice to know that Walmarts policy on debit card fraud should I ever actually have that happen is to make sure they charge the fraudulent card. That way if my card is ever stolen Walmart has their money but at least the criminals are going to starve while I go broke.Date of experience:December 18, 2023",1
Junior Cunning,3.6K reviews,US,2023-12-19T23:12:39.000Z,"Walmart in Bowmanvillethe customer service is really really nicethe customer service is really really nice and if you need help finding something if you ask nicely or they'll come up to you and they'll get it for youand if you need help finding something if you ask nicely or they'll come up to you and they'll get it for you   and if it's not in stock the most special order it for youand you can return things very easilyand everybody is just so niceDate of experience:December 17, 2023",5
Patricia Kalinowski,14K reviews,US,2023-12-19T08:00:21.000Z,"I picked up an order from Walmart and…I picked up an order from Walmart and the young man that brought them out, loaded everything into one cooler bag, although I had over ten bags. He put the pizza and the bag of spinach in the bottom of the bag and proceeded to put everything on top of it. Five lbs of flour, a half gallon of milk, a half gallon of creamer, and many other items. Needless to say the pizza and spinach was crushed. I very rarely shop at Walmart, never again. The online rep assured me that she would send me something to make up for the disaster, I have not heard from her since.Date of experience:December 05, 2023",1
Deon Smith,1review,US,2023-12-19T05:44:02.000Z,"WALMART IS GARBAGE!!!WALMART IS GARBAGE!!!! I WILL NEVER USE THIS COMPANY AGAIN ORDERING ONLINE, CUSTOMER SERVICE IS 0 THEY LEFT ME OVER AN HOUR AND PASSED ME AROUND TO DIFFERENT PEOPLE FOR OVER HOUR OF NO HELP!!!!!!!!Date of experience:December 18, 2023",1
Jason,2reviews,US,2023-12-18T20:24:35.000Z,"Walmart online is completely terribleWalmart online is completely terrible. My package was not delivered, after waiting 45 min to speak to customer service they refused to do anything. The packages I did receive were all open. No more shopping at Walmart for me. Merry Christmas!Date of experience:December 18, 2023",1
Jerome,2reviews,US,2023-12-18T18:12:57.000Z,"Kept defaulting to pick up at store…Kept defaulting to pick up at store even though i selected shipping. Then it kept defaulting to my address instead of letting me deliver it to a relative. This system is very user unfriendly! They have a lot to learn from other online shopping companies like Amazon. Wont shop online with them anymore! Too frustrating.Date of experience:December 18, 2023",1
Cruise Lady cruiselady,1review,US,2023-12-18T12:25:21.000Z,"I changed my mind on an item I ordered…I changed my mind on an item I ordered and requested cancellation within a short time frame.  It had not been prepared or shipped at that point.A day later, I get a shipping notice!  Now I have to go through the hassle of returning it.  Won't buy from Walmart on line again..Date of experience:December 18, 2023",1
Consumer,2reviews,US,2023-12-17T03:29:48.000Z,"I use Walmart for essentials needsI use Walmart for essentials needs. It’s the end of 2023 and holiday needs are here. I’m not a big fan mainly because of how they treat the employees and sometimes the customers. Customers are 50/50 rude and disgusting toward the employees too. But I’m also dissatisfied with the lack of regard they have for the community that they serve. If they are going to serve the community better then they need to hire accordingly and research their demographics, and meet the demand, supply for that particular community’s social cultural needs. This is not one of those instances. The Christmas for people of color is limited. It doesn’t matter what race or color you are. Culture or holidays. They offer only 1 dynamic. A WHITE MR Santa, &  MS Santa, white snow, deer, anglo caricature's, the themes from an age that celebrated exclusion of any other race than white. It’s 2023? Do you see the 2nd 3rd generations of tan, brown and black hues of immigrant children here in US driving TESLAS, working tech jobs and buying your stupid ugly decor? NO. Because we’re not stupid. How long are you going to push this greedy corporate propaganda on us all? We’re not drinking your poison these days, or haven’t you heard? Once again we feel betrayed and isolated by Walmart. I’ve been spending my green backs on you Walmart for so long. And you never acknowledge the people who make you billions are the people you abandon every year.Date of experience:December 11, 2023",1
janet,3reviews,US,2023-12-17T00:17:34.000Z,"i tried to sign into my walmart account…i tried to sign into my walmart account to order my groceries they couldnt send it to my email for a second verification   they couldnt send it to my phone because they put in my landline not my cell this has happend twice took 8 days the first time at least 6 times a day before someone knew what to do to fix it as much money they make why cant they fix this problem walmart plus doesnt do any good if you cant use im disabled so i just cant get in a car and drive still isnt fixed my second time i bet it turns 2024 before it gets solvedDate of experience:December 16, 2023",1
Mohamed Youssef,12reviews,US,2023-12-16T22:04:33.000Z,"So I went there to tell them that the…So I went there to tell them that the glass that prescribed glass that I got from them had a lot of scratches and I couldn't see cuz it's always blurry and I was there so they can help me with what's up with it they told me to make another one which cost like 300$ and the one's that I have cost a lot and the service was ass I would never go there for my glass I just hated there serviceDate of experience:December 16, 2023",1
Susan Claire,1review,US,2023-12-16T18:54:51.000Z,"I cannot recommend trying Walmart +If you were thinking about trying Wamlart + and I had to offer a recommendation, I would not be able to do so. My items have repeatedly been delivered 30 feet from my front door, next to my driveway. When I brought it to their attention, I received this response:On Fri, Dec 15, 2023 at 8:09 PM, Elizabeth Krigbaum (walmartfeedback@express....) wrote:Dear Susan,Your feedback is sincerely appreciated and I am very sorry you were unhappy with your experience. You mentioned in your feedback that you were unsatisfied with the delivery drop off and how your note wasn't followed.We appreciate you giving Walmart+ a try and are sorry to see you go. If you ever reconcider, you can manage your Walmart+ subscription through your online account page.Thank you again for your feedback and we hope you will shop with us again in the future.Sincerely, Elizabeth Krigbaum, Manager WalmartSo, rather than remedy the issue, she merely acknowledged it and bid me farewell. How hard is it to offer a satisfactory customer experience?Date of experience:December 14, 2023",1
Nickey Flores,2reviews,US,2023-12-16T03:52:44.000Z,"My sons toys were not deliveredI paid for toys a few days ago they spread out the dates to relieve them today they sent my sons pokemon toy to another apartments not address listed. Then another toy they didn't deliver and sent back to store they won't give me a refund they want me to wait to see if other items will be shipped what kind of a unreliable bussiness is this. This has never happened with Amazon or Target. Never agian will I buy online from Walmart. They suck.Date of experience:December 15, 2023",1
The Collector,3reviews,US,2023-12-16T03:12:23.000Z,"This is probably the seventh time this…This is probably the seventh time this happened. Ordering off of walmart.com unreliable,never received, tracking his way off. I will never buy off walmart.com ever again. Last time! My daughter asked me every day this week when her package was arriving. It said today it did Did not arrive. I have a very sad little girl with me. Thanks Walmart.Date of experience:December 14, 2023",1
Patricia Williams,2reviews,US,2023-12-16T02:59:33.000Z,"Online delivery orderOnline delivery order.  Received messages that delivery was delayed.  Got message order would arrive at approximately 5:10 pm.   When order arrived  only three of five items were with the driver.  I asked would Walmart send my low dose aspirin and 44 lb dog food.   Never got the latter two but charged for the last two items.  Thirty years and this,  loyalty means nothing.Date of experience:December 15, 2023",1
ROB,7reviews,CA,2023-12-15T19:08:43.000Z,"This company continues to sell their cancer causing food.This company continues to sell their GREAT VALUE products that are not fit to eat.  WHY IS THE FDA AND WALMART  ALLOWING POISON IN OUR FOOD? Read the labels.* Monosodium glutamate (MSG) Bad* BIO products Bads* monosodium glutamate (Ajinomoto) Bad(a hormonal cascade that makes you feel hungrier)* Sodium NIitrite Bad* Aspartame Bad* BHA & BHT BadBIOENGINEERED FOOD WILL TAKE YOU OUT.                   READ THE LABEL BEFORE YOU BUY WALMART GREAT VALUE FOODS.  This is no joke.Date of experience:December 13, 2023",1
Camille Duquet,2reviews,US,2023-12-15T19:01:10.000Z,"Walmart has the worst customer service…Walmart has the worst customer service ever!I ordered two car seats on sale. Walmart cancelled my order for no apparent reason a few minutes before my in-store pickup was scheduled (I was in the parking lot with ny newborn when I noticed :)) and when I tried to buy the seats again, they were now full price.I called customer service, waited 30 minutes to talk to someone, and 5 minutes after I started talking to someone, they hung up on me, again for no apparent reason.I thus reached out to Walmart through Facebook messenger. They told me to buy the seats again and to give them the new order number. They told me they would ajust the price (and make me pay the discounted price instead of the full price).So I purchased the seats again, and when I wrote back to walmart to give them the new order number, they told me someone would call me in 72 hours at most to ajust the price.I received the seats at home a few days later(and paid them full price). I wrote to walmart again 3 times to remind them to ajust the price.A whole week after I gave them the order number, they finally called me, to tell me they wouldn't ajust the price. :) I tried to explain that an other employee had told me to buy the seats again and had promised I would get a price ajustment, but the person on the phone only repeated I would not get a price ajustment.So now (cause I never meant to buy the seats if they were going to be full price), I have to go back to walmart again with my newborn to return two car seats that I wouldn't have bought if walmart hadn't told me to do it.This is completely ridiculous. You are a joke.Date of experience:December 15, 2023",1
